GTIN13;BU;Project Code;Commited Qty
139611;Store 6;Project 2024_01;4400
139347;Store 2;Project 2022_02;10230
139446;Store 11;Project 2024_01;3410
139511;Store 14;Project 2022_01;14300
139451;Store 10;Project 2022_01;179300
139535;Store 12;Project 2024_01;6600
139612;Store 9;Project 2022_02;59400
139401;Store 15;Project 2024_02;11000
139556;Store 11;Project 2024_03;24200
139380;Store 9;Project 2022_03;16940
139578;Store 2;Project 2023_02;220000
139622;Store 3;Project 2024_01;1000
139504;Store 11;Project 2023_02;60000
139348;Store 10;Project 2024_03;88000
139540;Store 10;Project 2024_03;250000
139498;Store 10;Project 2024_01;32000
139351;Store 8;Project 2024_03;10000
139528;Store 2;Project 2024_02;20000
139432;Store 2;Project 2024_02;12000
139410;Store 16;Project 2023_02;24000
139399;Store 8;Project 2024_02;20000
139503;Store 12;Project 2022_03;12000
139301;Store 9;Project 2023_02;10000
139503;Store 7;Project 2022_03;16000
139393;Store 12;Project 2023_01;10000
139411;Store 3;Project 2022_01;14000
139357;Store 2;Project 2023_03;14000
139578;Store 7;Project 2022_03;14000
139463;Store 13;Project 2023_01;16000
139352;Store 14;Project 2024_03;2400
139373;Store 8;Project 2022_02;26000
139412;Store 9;Project 2023_01;2400
139469;Store 8;Project 2024_03;1200
139398;Store 10;Project 2024_01;32000
139490;Store 10;Project 2022_01;2400
139595;Store 2;Project 2024_03;5200
139422;Store 8;Project 2023_02;22000
139519;Store 10;Project 2023_02;2000
139537;Store 16;Project 2024_03;9600
139322;Store 8;Project 2022_03;10000
139403;Store 11;Project 2022_01;2000
139313;Store 8;Project 2022_03;5600
139480;Store 13;Project 2023_02;11000
139612;Store 16;Project 2024_01;2000
139432;Store 14;Project 2023_02;1000
139525;Store 14;Project 2022_03;1200
139612;Store 14;Project 2022_03;10000
139618;Store 9;Project 2024_03;2000
139629;Store 9;Project 2023_02;8000
139574;Store 1;Project 2023_03;8000
139599;Store 8;Project 2024_02;4000
139617;Store 16;Project 2022_01;10000
139465;Store 15;Project 2024_03;6000
139458;Store 14;Project 2022_01;6000
139625;Store 13;Project 2023_03;6000
139363;Store 5;Project 2024_01;16400
139490;Store 8;Project 2023_03;20200
139385;Store 7;Project 2022_02;12600
139601;Store 5;Project 2022_01;8000
139518;Store 9;Project 2023_01;8000
139493;Store 13;Project 2023_03;11200
139560;Store 3;Project 2024_01;8000
139596;Store 16;Project 2024_01;8000
139394;Store 11;Project 2022_01;8000
139302;Store 15;Project 2023_03;16400
139533;Store 10;Project 2023_01;20000
139508;Store 5;Project 2024_01;18000
139443;Store 7;Project 2023_02;14000
139409;Store 13;Project 2022_03;8500
139443;Store 12;Project 2022_01;13000
139326;Store 14;Project 2022_03;45000
139413;Store 3;Project 2023_03;18000
139390;Store 14;Project 2022_01;14000
139464;Store 5;Project 2024_02;7000
139574;Store 5;Project 2022_02;500
139625;Store 13;Project 2023_01;4500
139479;Store 15;Project 2023_03;28000
139465;Store 9;Project 2023_03;20000
139317;Store 8;Project 2023_01;20000
139422;Store 9;Project 2024_01;5000
139595;Store 10;Project 2023_02;5000
139607;Store 6;Project 2022_03;3000
139627;Store 6;Project 2022_02;1500
139591;Store 8;Project 2024_03;12000
139597;Store 11;Project 2022_02;10000
139393;Store 9;Project 2023_02;8000
139315;Store 1;Project 2022_02;20000
139305;Store 16;Project 2022_01;15000
139322;Store 11;Project 2023_01;11000
139624;Store 4;Project 2023_03;18000
139576;Store 3;Project 2023_03;10000
139502;Store 5;Project 2022_01;7500
139502;Store 6;Project 2022_03;12000
139575;Store 15;Project 2022_03;7200
139540;Store 9;Project 2022_01;8400
139435;Store 13;Project 2024_02;12000
139379;Store 4;Project 2024_01;10000
139318;Store 14;Project 2023_03;10000
139572;Store 2;Project 2022_02;5500
139586;Store 12;Project 2023_01;8500
139595;Store 15;Project 2024_03;8000
139493;Store 5;Project 2023_02;25000
139369;Store 1;Project 2022_01;8000
139538;Store 3;Project 2024_01;5000
139375;Store 16;Project 2023_03;1219
139303;Store 4;Project 2022_02;1828
139394;Store 7;Project 2024_03;487
139361;Store 13;Project 2022_01;8000
139421;Store 5;Project 2023_02;6000
139568;Store 4;Project 2022_01;3000
139473;Store 11;Project 2023_01;2750
139309;Store 12;Project 2024_02;2000
139419;Store 11;Project 2024_03;900
139391;Store 11;Project 2024_02;5000
139586;Store 9;Project 2024_01;3000
139640;Store 14;Project 2023_03;450
139369;Store 10;Project 2022_01;700
139424;Store 7;Project 2024_01;6500
139500;Store 8;Project 2022_03;4000
139593;Store 16;Project 2024_01;400
139384;Store 6;Project 2023_03;6000
139519;Store 9;Project 2022_02;4000
139623;Store 5;Project 2023_01;3100
139412;Store 16;Project 2023_02;2670
139507;Store 1;Project 2022_02;2100
139500;Store 16;Project 2024_01;1000
139315;Store 14;Project 2024_03;4000
139597;Store 11;Project 2023_03;1300
139302;Store 4;Project 2022_01;400
139583;Store 13;Project 2022_02;2700
139402;Store 7;Project 2024_03;2300
139320;Store 3;Project 2023_02;800
139604;Store 2;Project 2024_03;2100
139575;Store 5;Project 2023_02;1900
139419;Store 10;Project 2024_02;3000
139475;Store 16;Project 2024_02;5000
139536;Store 8;Project 2022_01;6000
139604;Store 9;Project 2023_03;4000
139576;Store 14;Project 2024_01;1205
139410;Store 6;Project 2023_02;1446
139613;Store 2;Project 2023_02;362
139403;Store 2;Project 2024_02;14400
139569;Store 2;Project 2022_03;21000
139416;Store 9;Project 2024_03;35000
139541;Store 13;Project 2022_01;354
139529;Store 4;Project 2022_01;431
139581;Store 9;Project 2024_02;859
139335;Store 10;Project 2022_02;523
139637;Store 10;Project 2023_02;653
139643;Store 2;Project 2023_03;944
139425;Store 1;Project 2023_03;716
139470;Store 14;Project 2023_02;741
139408;Store 15;Project 2024_03;950
139588;Store 8;Project 2024_01;1154
139552;Store 1;Project 2024_01;863
139561;Store 10;Project 2023_01;548
139494;Store 14;Project 2023_02;465
139341;Store 15;Project 2023_02;652
139588;Store 8;Project 2022_01;289
139627;Store 15;Project 2022_02;215
139632;Store 4;Project 2024_03;391
139559;Store 14;Project 2022_03;461
139385;Store 7;Project 2023_01;7000
139468;Store 10;Project 2024_01;4500
139349;Store 11;Project 2024_03;1500
139602;Store 12;Project 2022_01;3500
139592;Store 10;Project 2022_01;6000
139437;Store 4;Project 2023_01;81000
139538;Store 13;Project 2024_01;2000
139363;Store 14;Project 2024_01;4000
139331;Store 7;Project 2022_01;2000
139415;Store 3;Project 2023_03;5000
139353;Store 8;Project 2024_02;1000
139482;Store 12;Project 2022_03;1000
139455;Store 6;Project 2024_03;1000
139459;Store 15;Project 2023_02;1000
139567;Store 16;Project 2022_02;27000
139466;Store 6;Project 2023_02;21000
139396;Store 8;Project 2022_03;8000
139300;Store 16;Project 2023_03;3500
139575;Store 7;Project 2022_02;11000
139317;Store 14;Project 2024_02;550
139592;Store 1;Project 2024_01;550
139380;Store 3;Project 2024_03;700
139640;Store 7;Project 2023_01;800
139495;Store 4;Project 2022_01;500
139438;Store 15;Project 2024_01;400
139607;Store 2;Project 2024_03;800
139406;Store 13;Project 2023_03;300
139578;Store 15;Project 2024_01;2000
139551;Store 15;Project 2024_02;700
139358;Store 1;Project 2023_03;1000
139393;Store 11;Project 2024_03;2000
139523;Store 7;Project 2023_03;250
139427;Store 3;Project 2023_03;1500
139504;Store 11;Project 2024_01;400
139643;Store 2;Project 2024_03;900
139583;Store 9;Project 2024_03;350
139476;Store 15;Project 2024_03;300
139415;Store 2;Project 2023_01;450
139640;Store 2;Project 2024_01;400
139354;Store 14;Project 2022_01;1500
139304;Store 15;Project 2024_03;12000
139521;Store 10;Project 2024_02;4000
139574;Store 6;Project 2024_01;11000
139420;Store 12;Project 2022_02;19000
139406;Store 1;Project 2024_02;8000
139417;Store 8;Project 2024_01;5500
139479;Store 1;Project 2023_02;2000
139537;Store 3;Project 2023_03;3500
139471;Store 10;Project 2022_03;4100
139424;Store 8;Project 2024_02;13000
139510;Store 1;Project 2023_03;3000
139320;Store 5;Project 2022_03;7600
139569;Store 16;Project 2023_03;11000
139562;Store 10;Project 2024_01;18000
139530;Store 15;Project 2023_01;16500
139339;Store 12;Project 2023_03;5000
139572;Store 10;Project 2023_02;2700
139344;Store 15;Project 2023_02;5000
139554;Store 13;Project 2023_02;2900
139386;Store 12;Project 2022_03;2000
139539;Store 15;Project 2022_01;2200
139461;Store 2;Project 2023_03;3500
139382;Store 8;Project 2023_03;26000
139383;Store 10;Project 2022_01;2000
139570;Store 9;Project 2023_02;26000
139494;Store 4;Project 2022_02;2000
139374;Store 1;Project 2023_01;3000
139422;Store 7;Project 2024_03;2000
139393;Store 9;Project 2022_02;4000
139383;Store 10;Project 2023_03;21000
139419;Store 15;Project 2023_01;3000
139478;Store 12;Project 2024_03;5000
139312;Store 15;Project 2023_01;37500
139329;Store 10;Project 2024_02;5000
139607;Store 13;Project 2023_03;3000
139594;Store 8;Project 2024_03;7000
139508;Store 14;Project 2022_01;10500
139412;Store 15;Project 2023_02;10000
139336;Store 8;Project 2023_03;2700
139591;Store 2;Project 2023_03;4700
139402;Store 11;Project 2023_01;4000
139389;Store 1;Project 2023_02;3500
139306;Store 2;Project 2024_02;2500
139527;Store 7;Project 2024_01;5000
139590;Store 10;Project 2022_03;7000
139580;Store 7;Project 2024_01;3000
139492;Store 5;Project 2023_01;5000
139435;Store 9;Project 2022_01;6500
139567;Store 5;Project 2023_03;1600
139630;Store 10;Project 2022_01;3000
139610;Store 12;Project 2023_01;24000
139606;Store 10;Project 2024_02;5000
139603;Store 5;Project 2022_01;4500
139401;Store 6;Project 2022_03;25000
139345;Store 5;Project 2023_02;7000
139444;Store 7;Project 2022_01;6000
139437;Store 11;Project 2023_01;18000
139536;Store 3;Project 2023_02;6500
139540;Store 7;Project 2022_01;6000
139504;Store 3;Project 2023_02;3000
139389;Store 4;Project 2023_02;9500
139470;Store 13;Project 2022_02;3500
139501;Store 14;Project 2023_03;5000
139453;Store 8;Project 2023_01;4000
139378;Store 16;Project 2022_02;2500
139513;Store 13;Project 2024_03;8000
139610;Store 16;Project 2022_01;6000
139361;Store 15;Project 2024_01;3500
139557;Store 15;Project 2024_01;3000
139446;Store 7;Project 2024_02;17000
139526;Store 13;Project 2024_01;9000
139611;Store 7;Project 2023_02;6500
139477;Store 15;Project 2022_01;4500
139633;Store 6;Project 2024_01;3700
139443;Store 1;Project 2023_03;3000
139375;Store 8;Project 2022_02;2700
139429;Store 11;Project 2022_02;4000
139489;Store 3;Project 2023_02;2000
139548;Store 9;Project 2024_03;12000
139331;Store 5;Project 2024_03;2000
139471;Store 13;Project 2023_03;12000
139347;Store 16;Project 2024_01;17000
139419;Store 2;Project 2023_03;11000
139365;Store 13;Project 2022_02;13000
139408;Store 16;Project 2022_02;1000
139458;Store 7;Project 2024_02;6000
139618;Store 10;Project 2022_02;2200
139415;Store 7;Project 2022_02;5500
139628;Store 16;Project 2022_01;8000
139427;Store 11;Project 2024_02;6300
139473;Store 8;Project 2023_01;3200
139517;Store 9;Project 2022_02;3000
139302;Store 2;Project 2023_03;1500
139305;Store 2;Project 2023_02;1500
139356;Store 12;Project 2023_02;4000
139420;Store 9;Project 2024_02;3000
139490;Store 9;Project 2024_01;10000
139410;Store 4;Project 2023_02;5000
139392;Store 10;Project 2023_01;2000
139565;Store 3;Project 2024_03;4400
139412;Store 12;Project 2022_03;3300
139384;Store 4;Project 2022_02;3200
139311;Store 11;Project 2024_02;1200
139400;Store 10;Project 2024_03;1600
139539;Store 1;Project 2022_03;2350
139642;Store 7;Project 2022_02;2400
139311;Store 7;Project 2023_03;2750
139416;Store 2;Project 2024_03;5700
139364;Store 5;Project 2022_03;2900
139325;Store 8;Project 2024_03;1100
139305;Store 3;Project 2024_01;2400
139371;Store 11;Project 2023_03;2200
139405;Store 3;Project 2024_01;1700
139301;Store 11;Project 2023_03;2400
139356;Store 16;Project 2024_01;1900
139367;Store 3;Project 2022_01;1200
139363;Store 12;Project 2024_01;1400
139357;Store 10;Project 2024_03;1300
139529;Store 8;Project 2023_03;3300
139308;Store 12;Project 2024_02;1900
139623;Store 15;Project 2023_03;2600
139517;Store 15;Project 2022_03;1200
139548;Store 2;Project 2024_02;1800
139593;Store 11;Project 2024_01;1400
139539;Store 10;Project 2023_03;3400
139328;Store 4;Project 2022_02;1700
139498;Store 3;Project 2023_01;3500
139357;Store 3;Project 2024_03;1200
139493;Store 8;Project 2024_01;1500
139393;Store 2;Project 2024_03;1450
139342;Store 12;Project 2024_02;1500
139553;Store 2;Project 2022_02;1500
139628;Store 12;Project 2023_02;2100
139454;Store 13;Project 2024_03;1100
139640;Store 4;Project 2022_03;2200
139525;Store 13;Project 2022_01;1100
139437;Store 6;Project 2022_01;1500
139502;Store 13;Project 2023_03;1500
139573;Store 4;Project 2022_02;2000
139367;Store 5;Project 2023_02;2500
139415;Store 12;Project 2022_01;2000
139321;Store 13;Project 2022_02;3000
139519;Store 5;Project 2023_02;4700
139584;Store 14;Project 2024_03;5200
139494;Store 11;Project 2022_03;6900
139628;Store 15;Project 2022_02;1400
139380;Store 7;Project 2022_02;1400
139579;Store 2;Project 2022_03;2400
139496;Store 12;Project 2022_02;4500
139305;Store 16;Project 2023_03;7000
139523;Store 8;Project 2022_03;2000
139366;Store 3;Project 2023_03;2900
139566;Store 3;Project 2023_02;4400
139496;Store 2;Project 2022_01;3500
139472;Store 12;Project 2022_01;1500
139596;Store 5;Project 2022_03;1800
139569;Store 12;Project 2023_02;2200
139589;Store 7;Project 2022_03;1650
139437;Store 3;Project 2023_02;1900
139466;Store 8;Project 2022_03;1500
139429;Store 11;Project 2023_01;1500
139394;Store 14;Project 2023_03;2700
139591;Store 8;Project 2022_01;3400
139572;Store 13;Project 2024_03;2000
139474;Store 1;Project 2023_03;2200
139354;Store 12;Project 2022_01;700
139491;Store 8;Project 2022_02;2000
139619;Store 7;Project 2023_01;1000
139623;Store 13;Project 2024_02;1000
139543;Store 15;Project 2024_02;1000
139477;Store 4;Project 2022_01;2300
139477;Store 16;Project 2023_02;1000
139494;Store 13;Project 2023_01;2300
139569;Store 8;Project 2023_02;1000
139511;Store 7;Project 2022_02;1000
139301;Store 3;Project 2024_02;1000
139458;Store 4;Project 2023_03;1000
139318;Store 5;Project 2022_02;1200
139547;Store 6;Project 2024_01;800
139445;Store 14;Project 2022_02;800
139403;Store 14;Project 2024_01;2000
139451;Store 14;Project 2023_03;1900
139527;Store 9;Project 2024_03;900
139412;Store 16;Project 2022_03;800
139535;Store 9;Project 2022_02;1200
139627;Store 10;Project 2023_03;350
139517;Store 13;Project 2023_02;250
139615;Store 12;Project 2022_02;250
139535;Store 12;Project 2024_01;250
139393;Store 7;Project 2024_01;200
139492;Store 13;Project 2022_02;600
139478;Store 15;Project 2022_02;150
139400;Store 3;Project 2022_02;650
139334;Store 12;Project 2022_01;250
139576;Store 15;Project 2022_02;650
139535;Store 3;Project 2024_01;250
139573;Store 16;Project 2024_01;650
139430;Store 4;Project 2024_02;450
139324;Store 8;Project 2024_03;550
139323;Store 7;Project 2024_01;450
139519;Store 7;Project 2024_02;500
139340;Store 11;Project 2022_02;450
139462;Store 8;Project 2024_01;650
139339;Store 6;Project 2024_03;400
139359;Store 4;Project 2022_02;650
139583;Store 10;Project 2024_02;350
139302;Store 13;Project 2022_03;450
139521;Store 11;Project 2024_03;450
139442;Store 3;Project 2023_02;450
139408;Store 2;Project 2024_03;450
139537;Store 7;Project 2022_01;450
139531;Store 4;Project 2022_02;600
139568;Store 12;Project 2022_03;600
139357;Store 12;Project 2022_02;400
139388;Store 13;Project 2023_02;600
139511;Store 6;Project 2024_03;350
139630;Store 3;Project 2023_01;550
139518;Store 13;Project 2023_03;450
139353;Store 3;Project 2024_01;500
139622;Store 11;Project 2024_03;450
139586;Store 16;Project 2023_02;600
139567;Store 3;Project 2024_01;2000
139402;Store 1;Project 2022_01;3000
139306;Store 4;Project 2022_03;4000
139386;Store 4;Project 2022_03;3000
139407;Store 15;Project 2024_01;2000
139365;Store 5;Project 2022_01;2500
139625;Store 2;Project 2022_03;250
139325;Store 14;Project 2024_02;2500
139414;Store 10;Project 2024_02;500
139473;Store 12;Project 2022_01;1000
139616;Store 3;Project 2023_01;1000
139312;Store 7;Project 2023_01;1000
139321;Store 14;Project 2024_01;1000
139569;Store 7;Project 2022_03;4000
139521;Store 4;Project 2022_02;1000
139401;Store 10;Project 2023_02;4068
139307;Store 5;Project 2023_03;10505
139510;Store 11;Project 2024_02;21714
139378;Store 13;Project 2024_02;14003
139423;Store 5;Project 2024_03;8525
139514;Store 11;Project 2022_03;10727
139546;Store 16;Project 2024_03;9253
139607;Store 1;Project 2024_03;5300
139595;Store 8;Project 2023_01;5800
139618;Store 6;Project 2022_02;6700
139437;Store 1;Project 2024_01;8400
139443;Store 4;Project 2022_03;4500
139597;Store 5;Project 2024_03;5000
139592;Store 1;Project 2023_02;5800
139505;Store 16;Project 2023_03;7600
139361;Store 2;Project 2024_02;4000
139431;Store 4;Project 2024_01;700
